biofuel_consumption,coal_consumption,fossil_fuel_consumption,gas_consumption,hydro_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,solar_consumption,wind_consumption
1036.053,43189.409,132177.936,38443.698,9825.257,6556.464,50544.832,1548.999,1723.294,3498.87
